"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"WELENT","Welspun Enterprises Limited","EQ"," Dividend - Rs 2 Per Share","10","11-Jun-2020","-","13-Jun-2020","15-Jun-2020"
"KANSAINER","Kansai Nerolac Paints Limited","EQ"," Annual General Meeting/Dividend - Rs 3.15 Per Share","1","12-Jun-2020","-","16-Jun-2020","22-Jun-2020"
"TATACOFFEE","Tata Coffee Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","1","12-Jun-2020","-","16-Jun-2020","22-Jun-2020"
"769GS2043","GOVERNMENT OF INDIA","GS"," Interest Payment","100","15-Jun-2020","16-Jun-2020","-","-"
"763GS2059","GOVERNMENT OF INDIA","GS"," Interest Payment","100","15-Jun-2020","16-Jun-2020","-","-"
"757GS2033","GOVERNMENT OF INDIA","GS"," Interest Payment","100","15-Jun-2020","16-Jun-2020","-","-"
"ADANIPOWER","Adani Power Limited","EQ"," Annual General Meeting","2","16-Jun-2020","-","18-Jun-2020","25-Jun-2020"
"REFEX","Refex Industries Limited","EQ"," Rights 5:14@ Premium Rs 35/-","2","16-Jun-2020","17-Jun-2020","-","-"
"ADANIENSOL","Adani Energy Solutions Limited","EQ"," Annual General Meeting","10","16-Jun-2020","-","18-Jun-2020","25-Jun-2020"
"ADANIGREEN","Adani Green Energy Limited","EQ"," Annual General Meeting","10","16-Jun-2020","-","18-Jun-2020","25-Jun-2020"
"CIEINDIA","CIE Automotive India Limited","EQ"," Annual General Meeting","10","17-Jun-2020","-","19-Jun-2020","25-Jun-2020"
"ATGL","Adani Total Gas Limited","EQ"," Annual General Meeting","1","17-Jun-2020","-","19-Jun-2020","26-Jun-2020"
"RALLIS","Rallis India Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","1","17-Jun-2020","-","19-Jun-2020","26-Jun-2020"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","EQ"," Annual General Meeting","2","17-Jun-2020","-","19-Jun-2020","26-Jun-2020"
"ADANIENT","Adani Enterprises Limited","EQ"," Annual General Meeting","1","17-Jun-2020","-","19-Jun-2020","26-Jun-2020"
"684GS2022","GOVERNMENT OF INDIA","GS"," Interest Payment","100","17-Jun-2020","18-Jun-2020","-","-"
"773GS2034","GOVERNMENT OF INDIA","GS"," Interest Payment","100","17-Jun-2020","18-Jun-2020","-","-"
"VBL","Varun Beverages Limited","EQ"," Annual General Meeting","2","17-Jun-2020","-","19-Jun-2020","26-Jun-2020"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","EQ"," Annual General Meeting/Dividend -Rs 2.70 Per Share","1","18-Jun-2020","-","22-Jun-2020","29-Jun-2020"
"813GS2045","GOVERNMENT OF INDIA","GS"," Interest Payment","100","18-Jun-2020","20-Jun-2020","-","-"
"735GS2024","GOVERNMENT OF INDIA","GS"," Interest Payment","100","18-Jun-2020","20-Jun-2020","-","-"
"923GS2043","GOVERNMENT OF INDIA","GS"," Interest Payment","100","19-Jun-2020","22-Jun-2020","-","-"
"EDUCOMP","Educomp Solutions Limited","EQ"," Annual General Meeting","2","19-Jun-2020","-","23-Jun-2020","29-Jun-2020"
"HINDUNILVR","Hindustan Unilever Limited","EQ"," Annual General Meeting/Dividend - Rs 14 Per Share","1","19-Jun-2020","-","23-Jun-2020","30-Jun-2020"
"5PAISA","5Paisa Capital Limited","EQ"," Annual General Meeting","10","19-Jun-2020","-","23-Jun-2020","29-Jun-2020"
"SCHAEFFLER","Schaeffler India Limited","EQ"," Annual General Meeting/Dividend - Rs 35 Per Share","2","19-Jun-2020","-","23-Jun-2020","30-Jun-2020"
"MOTOGENFIN","The Motor & General Finance Limited","EQ"," Face Value Split (Sub-Division) - From Rs 10 Per Share To Rs 5  Per Share","5","19-Jun-2020","22-Jun-2020","-","-"
"IIFLCAPS","IIFL Capital Services Limited","EQ"," Annual General Meeting","2","22-Jun-2020","-","24-Jun-2020","30-Jun-2020"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","EQ"," Dividend - Rs 1.50 Per Share","10","22-Jun-2020","23-Jun-2020","-","-"
"TECHIN","Techindia Nirman Limited","EQ"," Annual General Meeting","10","22-Jun-2020","-","24-Jun-2020","28-Jun-2020"
"IIFL","IIFL Finance Limited","EQ"," Annual General Meeting","2","22-Jun-2020","-","24-Jun-2020","30-Jun-2020"
"TATACHEM","Tata Chemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 11 Per Share","10","22-Jun-2020","-","24-Jun-2020","30-Jun-2020"
"IL&FSTRANS","IL&FS Transportation Networks Limited","EQ"," Annual General Meeting","10","22-Jun-2020","-","24-Jun-2020","30-Jun-2020"
"BAYERCROP","Bayer Cropscience Limited","EQ"," Interim Dividend - Rs 90 Per Share","10","23-Jun-2020","24-Jun-2020","-","-"
"AGRITECH","Agri-Tech (India) Limited","EQ"," Annual General Meeting","10","23-Jun-2020","-","25-Jun-2020","29-Jun-2020"
"679GS2029","GOVERNMENT OF INDIA","GS"," Interest Payment","100","24-Jun-2020","25-Jun-2020","-","-"
"RSYSTEMS","R Systems International Limited","EQ"," Annual General Meeting","1","24-Jun-2020","-","26-Jun-2020","30-Jun-2020"
"116GS2020","GOVERNMENT OF INDIA","GS"," Interest Payment","100","25-Jun-2020","26-Jun-2020","-","-"
"CASTROLIND","Castrol India Limited","EQ"," Interim Dividend - Rs 3 Per Share","5","26-Jun-2020","29-Jun-2020","-","-"
"GHCL","GHCL Limited","EQ"," Annual General Meeting","10","26-Jun-2020","29-Jun-2020","-","-"
"NATCOPHARM","Natco Pharma Limited","EQ"," Interim Dividend - Re 1 Per Share","2","26-Jun-2020","29-Jun-2020","-","-"
"83GS2042","GOVERNMENT OF INDIA","GS"," Interest Payment","100","26-Jun-2020","29-Jun-2020","-","-"
"NAM-INDIA","Nippon Life India Asset Management Limited","EQ"," Dividend - Rs 2 Per Share","10","29-Jun-2020","30-Jun-2020","-","-"
"SANOFI","Sanofi India Limited","EQ"," Dividend - Rs 106 Per Share Special Dividend 243 Per Share","10","29-Jun-2020","-","01-Jul-2020","07-Jul-2020"
"BRITANNIA","Britannia Industries Limited","EQ"," Annual General Meeting","1","29-Jun-2020","-","01-Jul-2020","07-Jul-2020"
"HEXAWARE","Hexaware Technologies Limited","EQ"," Interim Dividend - Rs 3 Per Share","2","30-Jun-2020","01-Jul-2020","-","-"
"ABFRL","Aditya Birla Fashion and Retail Limited","EQ"," Rights 9:77 Partly Paid @ Premium Rs 100/-","10","30-Jun-2020","01-Jul-2020","-","-"
"TRIDENT","Trident Limited","EQ"," Annual General Meeting","1","30-Jun-2020","-","02-Jul-2020","02-Jul-2020"
"TSFINV","TSF INVESTMENTS LIMITED","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","5","30-Jun-2020","-","02-Jul-2020","15-Jul-2020"
"83GS2040","GOVERNMENT OF INDIA","GS"," Interest Payment","100","30-Jun-2020","01-Jul-2020","-","-"
"TATAINVEST","Tata Investment Corporation Limited","EQ"," Annual General Meeting/Dividend - Rs 18 Per Share","1","01-Jul-2020","-","03-Jul-2020","09-Jul-2020"
"LAURUSLABS","Laurus Labs Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","01-Jul-2020","-","03-Jul-2020","09-Jul-2020"
"DHARAN","DHARAN INFRA-EPC LIMITED","EQ"," Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","1","02-Jul-2020","03-Jul-2020","-","-"
"NEULANDLAB","Neuland Laboratories Limited","EQ"," Annual General Meeting","10","02-Jul-2020","-","04-Jul-2020","10-Jul-2020"
"MPHASIS","MphasiS Limited","EQ"," Annual General Meeting/Dividend - Rs 35 Per Share","10","02-Jul-2020","-","04-Jul-2020","23-Jul-2020"
"JUSTDIAL","Just Dial Limited","EQ"," Buyback","10","02-Jul-2020","03-Jul-2020","-","-"
"DCBBANK","DCB Bank Limited","EQ"," Annual General Meeting","10","02-Jul-2020","04-Jul-2020","-","-"
"RELIANCE","Reliance Industries Limited","EQ"," Dividend - Rs 6.50  Per Share","10","02-Jul-2020","03-Jul-2020","-","-"
"BALRAMCHIN","Balrampur Chini Mills Limited","EQ"," Buyback","1","02-Jul-2020","03-Jul-2020","-","-"
"BIRLAMONEY","Aditya Birla Money Limited","EQ"," Annual General Meeting","1","02-Jul-2020","-","04-Jul-2020","10-Jul-2020"
"SUNDARMFIN","Sundaram Finance Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","02-Jul-2020","-","04-Jul-2020","22-Jul-2020"
"SWARAJENG","Swaraj Engines Limited","EQ"," Dividend - Rs 25 Per Share Special Dividend - Rs 15 Per Share","10","02-Jul-2020","-","04-Jul-2020","10-Jul-2020"
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ"," Dividend - Rs 9.75 Per Share","10","02-Jul-2020","-","06-Jul-2020","10-Jul-2020"
"717GS2028","GOVERNMENT OF INDIA","GS"," Interest Payment","100","06-Jul-2020","07-Jul-2020","-","-"
"MINDTREE","MindTree Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","06-Jul-2020","-","08-Jul-2020","14-Jul-2020"
"JSWSTEEL","JSW Steel Limited","EQ"," Dividend - Rs 2 Per Share","1","06-Jul-2020","-","08-Jul-2020","10-Jul-2020"
"ITC","ITC Limited","EQ"," Dividend - Rs 10.15 Per Share","1","06-Jul-2020","-","08-Jul-2020","09-Jul-2020"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","EQ"," Annual General Meeting","2","06-Jul-2020","-","08-Jul-2020","15-Jul-2020"
"833GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","07-Jul-2020","08-Jul-2020","-","-"
"LTTS","L&T Technology Services Limited","EQ"," Annual General Meeting/Dividend - Rs 13.50 Per Share","2","08-Jul-2020","-","10-Jul-2020","17-Jul-2020"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","EQ"," Dividend - Rs 0.20 Per Share","2","08-Jul-2020","-","10-Jul-2020","15-Jul-2020"
"ONWARDTEC","Onward Technologies Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Sh","10","08-Jul-2020","-","10-Jul-2020","16-Jul-2020"
"WIPRO","Wipro Limited","EQ"," Annual General Meeting","2","08-Jul-2020","-","10-Jul-2020","13-Jul-2020"
"MAYURUNIQ","Mayur Uniquoters Ltd","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","5","08-Jul-2020","-","10-Jul-2020","11-Jul-2020"
"RBLBANK","RBL Bank Limited","EQ"," Annual General Meeting","10","09-Jul-2020","-","11-Jul-2020","17-Jul-2020"
"ADVENZYMES","Advanced Enzyme Technologies Limited","EQ"," Annual General Meeting/Dividend - Rs 0.60 Per Share","2","09-Jul-2020","-","11-Jul-2020","15-Jul-2020"
"HDFCAMC","HDFC Asset Management Company Limited","EQ"," Annual General Meeting/Dividend - Rs 28 Per Sh","5","09-Jul-2020","-","11-Jul-2020","23-Jul-2020"
"SHRIRAMFIN","Shriram Finance Limited","EQ"," Rights 3:26 @ Premium Rs 560/-","2","09-Jul-2020","10-Jul-2020","-","-"
"HDFC","Housing Development Finance Corporation Limited","EQ"," Annual General Meeting/Dividend - Rs 21 Per Share","2","09-Jul-2020","-","13-Jul-2020","30-Jul-2020"
"LTM","LTIMindtree Limited","EQ"," Annual General Meeting/Dividend - Rs 15.50 Per Share","1","09-Jul-2020","11-Jul-2020","-","-"
"SHANTIGEAR","Shanthi Gears Limited","EQ"," Annual General Meeting","1","09-Jul-2020","-","11-Jul-2020","21-Jul-2020"
"759GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","09-Jul-2020","10-Jul-2020","-","-"
"FEDERALBNK","The Federal Bank  Limited","EQ"," Annual General Meeting","2","09-Jul-2020","-","11-Jul-2020","16-Jul-2020"
"PVRINOX","PVR INOX Limited","EQ"," Rights 7:94 @ Premium Rs 774/-","10","09-Jul-2020","10-Jul-2020","-","-"
"726GS2029","GOVERNMENT OF INDIA","GS"," Interest Payment","100","10-Jul-2020","13-Jul-2020","-","-"
"CSBBANK","CSB Bank Limited","EQ"," Annual General Meeting","10","10-Jul-2020","-","14-Jul-2020","20-Jul-2020"
"POLYCAB","Polycab India Limited","EQ"," Annual General Meeting","10","13-Jul-2020","-","15-Jul-2020","21-Jul-2020"
"617GS2021","GOVERNMENT OF INDIA","GS"," Interest Payment","100","13-Jul-2020","14-Jul-2020","-","-"
"TATAELXSI","Tata Elxsi Limited","EQ"," Annual General Meeting/Dividend - Rs 16.50 Per Share","10","13-Jul-2020","-","15-Jul-2020","21-Jul-2020"
"DRREDDY","Dr. Reddy's Laboratories Limited","EQ"," Annual General Meeting/Dividend - Rs 25 Per Share","1","13-Jul-2020","-","15-Jul-2020","17-Jul-2020"
"FSL","Firstsource Solutions Limited","EQ"," Annual General Meeting","10","13-Jul-2020","-","15-Jul-2020","21-Jul-2020"
"JSWISPL","JSW Ispat Special Products Limited","EQ"," Annual General Meeting","10","14-Jul-2020","-","16-Jul-2020","22-Jul-2020"
"SKFINDIA","SKF India Limited","EQ"," Annual General Meeting / Dividend - Rs 130 Per Share","10","14-Jul-2020","-","16-Jul-2020","23-Jul-2020"
"TATAPOWER","Tata Power Company Limited","EQ"," Annual General Meeting/Dividend - Rs 1.55 Per Share","1","14-Jul-2020","-","16-Jul-2020","30-Jul-2020"
"KUANTUM","Kuantum Papers Limited","EQ"," Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","14-Jul-2020","15-Jul-2020","-","-"
"PILITA","PIL ITALICA LIFESTYLE LIMITED","EQ"," Annual General Meeting","1","15-Jul-2020","-","17-Jul-2020","24-Jul-2020"
"WENDT","Wendt (India) Limited","EQ"," Annual General Meeting/Dividend - Rs 25 Per  Share","10","15-Jul-2020","-","17-Jul-2020","24-Jul-2020"
"PETRONET","Petronet LNG Limited","EQ"," Dividend - Rs 7 Per Share","10","15-Jul-2020","16-Jul-2020","-","-"
"TIINDIA","Tube Investments of India Limited","EQ"," Annual General Meeting","1","15-Jul-2020","-","17-Jul-2020","23-Jul-2020"
"TASTYBITE","Tasty Bite Eatables Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","16-Jul-2020","-","18-Jul-2020","06-Aug-2020"
"GRINDWELL","Grindwell Norton Limited","EQ"," Annual General Meetingdividend - Rs 7.50 Per Share","5","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"LMW","LMW Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"SUDARCOLOR","Sudarshan Colorants India Limited","EQ"," Special Dividend - Rs 140 Per Share","10","16-Jul-2020","18-Jul-2020","-","-"
"ABB","ABB India Limited","EQ"," Annual General Meeting/Dividend - Rs 4.80 Per Share","2","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"ASTEC","Astec LifeSciences Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","16-Jul-2020","-","18-Jul-2020","21-Jul-2020"
"VISAKAIND","Visaka Industries Limited","EQ"," Annual General Meeting","2","16-Jul-2020","-","18-Jul-2020","23-Jul-2020"
"BBTC","The Bombay Burmah Trading Corporation Limited","EQ"," Dividend - Rs 1.20 Per Share","2","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"PEL","Piramal Enterprises Limited","EQ"," Annual General Meeting/Dividend - Rs 14 Per Share","2","16-Jul-2020","-","18-Jul-2020","30-Jul-2020"
"NATHBIOGEN","Nath Bio-Genes (India) Limited","EQ"," Annual General Meeting","10","16-Jul-2020","-","19-Jul-2020","23-Jul-2020"
"683GS2039","GOVERNMENT OF INDIA","GS"," Interest Payment","100","16-Jul-2020","18-Jul-2020","-","-"
"PERSISTENT","Persistent Systems Limited","EQ"," Annual General Meeting","5","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"TCS","Tata Consultancy Services Limited","EQ"," Interim Dividend - Rs    5 Per Share","1","16-Jul-2020","17-Jul-2020","-","-"
"COROMANDEL","Coromandel International Limited","EQ"," Annual General Meeting/Dividend - Rs 12 Per Share","1","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"M&M","Mahindra & Mahindra Limited","EQ"," Annual General Meeting/Dividend - Rs 2.35 Per Share","5","16-Jul-2020","-","18-Jul-2020","07-Aug-2020"
"IRB","IRB Infrastructure Developers Limited","EQ"," Dividend - Rs 5 Per Share","1","16-Jul-2020","17-Jul-2020","-","-"
"TCIEXP","TCI Express Limited","EQ"," Annual General Meeting","2","16-Jul-2020","-","18-Jul-2020","24-Jul-2020"
"700GS2021","GOI LOAN 7.00% 2021","GS"," Interest Payment","100","17-Jul-2020","20-Jul-2020","-","-"
"SHANKARA","Shankara Building Products Limited","EQ"," Annual General Meeting","10","17-Jul-2020","-","21-Jul-2020","29-Jul-2020"
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ"," Dividend - Rs 20 And Special Dividend - Rs 20 Per Share","10","17-Jul-2020","20-Jul-2020","-","-"
"INDHOTEL","The Indian Hotels Company Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","1","17-Jul-2020","-","21-Jul-2020","27-Jul-2020"
"SRIPIPES","Srikalahasthi Pipes Limited","EQ"," Annual General Meeting/Dividend - Rs 7 Per Share","10","17-Jul-2020","-","21-Jul-2020","27-Jul-2020"
"TEJASNET","Tejas Networks Limited","EQ"," Annual General Meeting","10","20-Jul-2020","-","22-Jul-2020","28-Jul-2020"
"LTF","L&T Finance Limited","EQ"," Annual General Meeting","10","20-Jul-2020","-","22-Jul-2020","28-Jul-2020"
"VSTIND","VST Industries Limited","EQ"," Dividend - Rs 103 Per Share","10","20-Jul-2020","-","22-Jul-2020","29-Jul-2020"
"NEWGEN","Newgen Software Technologies Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","20-Jul-2020","21-Jul-2020","-","-"
"ORIENTHOT","Oriental Hotels Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Share","1","20-Jul-2020","-","22-Jul-2020","28-Jul-2020"
"GRAPHITE","Graphite India Limited","EQ"," Annual General Meeting","2","20-Jul-2020","-","22-Jul-2020","28-Jul-2020"
"PRECAM","Precision Camshafts Limited","EQ"," Annual General Meeting","10","21-Jul-2020","-","23-Jul-2020","30-Jul-2020"
"CHEMFAB","Chemfab Alkalis Limited","EQ"," Annual General Meeting/Dividend - Rs 1.25 Per Share","10","21-Jul-2020","-","23-Jul-2020","29-Jul-2020"
"BIRLANU","BirlaNu Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","21-Jul-2020","22-Jul-2020","-","-"
"AJANTPHARM","Ajanta Pharma Limited","EQ"," Annual General Meeting","2","21-Jul-2020","-","23-Jul-2020","30-Jul-2020"
"COLPAL","Colgate Palmolive (India) Limited","EQ"," Annual General Meeting","1","21-Jul-2020","-","23-Jul-2020","29-Jul-2020"
"VAIBHAVGBL","Vaibhav Global Limited","EQ"," Annual General Meeting/Dividend - Rs 7 Per Share","2","21-Jul-2020","-","23-Jul-2020","23-Jul-2020"
"TTL","T T Limited","EQ"," Annual General Meeting","1","21-Jul-2020","-","23-Jul-2020","29-Jul-2020"
"BSE","BSE Limited","EQ"," Dividend - Rs 17 Per Share","2","22-Jul-2020","23-Jul-2020","-","-"
"PCBL","PCBL Chemical Limited","EQ"," Annual General Meeting","1","22-Jul-2020","-","24-Jul-2020","30-Jul-2020"
"BANKBARODA","Bank of Baroda","EQ"," Annual General Meeting","2","22-Jul-2020","-","24-Jul-2020","31-Jul-2020"
"ICIL","Indo Count Industries Limited","EQ"," Dividend - Rs 0.60 Per Share","2","22-Jul-2020","23-Jul-2020","-","-"
"WHEELS","Wheels India Limited","EQ"," Annual General Meeting/Dividend - Rs 2.65 Per Share","10","22-Jul-2020","-","24-Jul-2020","30-Jul-2020"
"TCPLPACK","TCPL Packaging Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","10","22-Jul-2020","-","24-Jul-2020","30-Jul-2020"
"GESHIP","The Great Eastern Shipping Company Limited","EQ"," Annual General Meeting","10","22-Jul-2020","-","24-Jul-2020","30-Jul-2020"
"BASF","BASF India Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","22-Jul-2020","-","24-Jul-2020","30-Jul-2020"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","EQ"," Rights 1:1 @ Premium Rs 48/-","2","22-Jul-2020","23-Jul-2020","-","-"
"GODREJAGRO","Godrej Agrovet Limited","EQ"," Annual General Meeting/Dividend - Rs 5.50 Per Share","10","22-Jul-2020","-","24-Jul-2020","30-Jul-2020"
"MAHLOG","Mahindra Logistics Limited","EQ"," Dividend - Rs 1.50 Per Share","10","23-Jul-2020","-","25-Jul-2020","30-Jul-2020"
"SPENCERS","Spencer's Retail Limited","EQ"," Annual General Meeting","5","23-Jul-2020","-","27-Jul-2020","03-Aug-2020"
"BAFNAPH","Bafna Pharmaceuticals Limited","EQ"," Annual General Meeting","10","23-Jul-2020","-","25-Jul-2020","31-Jul-2020"
"RPSGVENT","RPSG VENTURES LIMITED","EQ"," Annual General Meeting","10","23-Jul-2020","-","27-Jul-2020","03-Aug-2020"
"CHEMBOND","Chembond Material Technologies Limited","EQ"," Annual General Meeting","5","23-Jul-2020","-","25-Jul-2020","30-Jul-2020"
"ASIANPAINT","Asian Paints Limited","EQ"," Annual General Meeting/Dividend - Rs  1.50 Per Share","1","23-Jul-2020","-","25-Jul-2020","05-Aug-2020"
"SHRIRAMCIT","Shriram City Union Finance Limited","EQ"," Annual General Meeting","10","23-Jul-2020","-","25-Jul-2020","31-Jul-2020"
"HCLTECH","HCL Technologies Limited","EQ"," Interim Dividend - Rs 2 Per Share","2","23-Jul-2020","25-Jul-2020","-","-"
"GDL","Gateway Distriparks Limited","EQ"," Rights 4:27 @ Premium Rs 62/-","10","23-Jul-2020","24-Jul-2020","-","-"
"ORIENTCEM","Orient Cement Limited","EQ"," Annual General Meeting/Dividend - Rs 0.75 Per Share","1","23-Jul-2020","-","25-Jul-2020","31-Jul-2020"
"CGCL","Capri Global Capital Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Sh","1","23-Jul-2020","-","25-Jul-2020","31-Jul-2020"
"APCOTEXIND","Apcotex Industries Limited","EQ"," Annual General Meeting","2","23-Jul-2020","-","25-Jul-2020","03-Aug-2020"
"CESC","CESC Limited","EQ"," Annual General Meeting","1","23-Jul-2020","-","27-Jul-2020","03-Aug-2020"
"SOBHA","Sobha Limited","EQ"," Annual General Meeting/Dividend - Rs 7 Per Share","10","23-Jul-2020","-","25-Jul-2020","25-Jul-2020"
"TIMKEN","Timken India Limited","EQ"," Annual General Meeting/Dividend - Rs 50 Per Share","10","23-Jul-2020","-","25-Jul-2020","20-Aug-2020"
"NUCLEUS","Nucleus Software Exports Limited","EQ"," Annual General Meeting","10","23-Jul-2020","-","25-Jul-2020","31-Jul-2020"
"TECHM","Tech Mahindra Limited","EQ"," Annual General Meeting/Dividend - Rs 5 Per Share","5","23-Jul-2020","-","25-Jul-2020","28-Jul-2020"
"84GS2024","GOVERNMENT OF INDIA","GS"," Interest Payment","100","24-Jul-2020","27-Jul-2020","-","-"
"732GS2024","GOVERNMENT OF INDIA","GS"," Interest Payment","100","24-Jul-2020","27-Jul-2020","-","-"
"WOCKPHARMA","Wockhardt Limited","EQ"," Annual General Meeting","5","24-Jul-2020","-","28-Jul-2020","03-Aug-2020"
"TRENT","Trent Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","24-Jul-2020","-","28-Jul-2020","30-Jul-2020"
"STAR","Strides Pharma Science Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","24-Jul-2020","27-Jul-2020","-","-"
"CYIENT","Cyient Limited","EQ"," Annual General Meeting","5","24-Jul-2020","-","28-Jul-2020","31-Jul-2020"
"PNB","Punjab National Bank","EQ"," Annual General Meeting","2","27-Jul-2020","-","29-Jul-2020","04-Aug-2020"
"ZENSARTECH","Zensar Technologies Limited","EQ"," Annual General Meeting","2","27-Jul-2020","-","29-Jul-2020","05-Aug-2020"
"NIBL","NRB Industrial Bearings Limited","EQ"," Annual General Meeting","2","27-Jul-2020","-","29-Jul-2020","04-Aug-2020"
"BAYERCROP","Bayer Cropscience Limited","EQ"," Annual General Meeting/Dividend - Rs 25 Per Share","10","27-Jul-2020","-","29-Jul-2020","07-Aug-2020"
"VIPIND","VIP Industries Limited","EQ"," Annual General Meeting","2","27-Jul-2020","-","29-Jul-2020","05-Aug-2020"
"EIDPARRY","EID Parry India Limited","EQ"," Annual General Meeting","1","27-Jul-2020","-","29-Jul-2020","05-Aug-2020"
"UNIONBANK","Union Bank of India","EQ"," Annual General Meeting","10","27-Jul-2020","-","29-Jul-2020","04-Aug-2020"
"PNBHOUSING","PNB Housing Finance Limited","EQ"," Annual General Meeting","10","28-Jul-2020","-","30-Jul-2020","05-Aug-2020"
"SATIN","Satin Creditcare Network Limited","EQ"," Annual General Meeting","10","28-Jul-2020","-","30-Jul-2020","05-Aug-2020"
"SOLARA","Solara Active Pharma Sciences Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","28-Jul-2020","-","30-Jul-2020","04-Aug-2020"
"SPENCERS","Spencer's Retail Limited","EQ"," Rights 2:15 @ Premium Rs 70/-","5","28-Jul-2020","29-Jul-2020","-","-"
"MAHEPC","Mahindra EPC Irrigation Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","10","28-Jul-2020","-","30-Jul-2020","03-Aug-2020"
"RBL","Rane Brake Lining Limited","EQ"," Annual General Meeting/Dividend - Rs 11 Per Share","10","28-Jul-2020","29-Jul-2020","-","-"
"SESHAPAPER","Seshasayee Paper and Boards Limited","EQ"," Annual General Meeting/Dividend - Rs 3.50 Per Share Special Dividend - Rs 0.50 Per Share","2","28-Jul-2020","-","30-Jul-2020","08-Aug-2020"
"HATSUN","Hatsun Agro Product Limited","EQ"," Interim Dividend - Rs 4 Per Share Special Dividend Rs 4 Per Share","1","28-Jul-2020","29-Jul-2020","-","-"
"CIGNITITEC","Cigniti Technologies Limited","EQ"," Annual General Meeting","10","28-Jul-2020","-","30-Jul-2020","03-Aug-2020"
"GRANULES","Granules India Limited","EQ"," Interim Dividend - Rs 0.25 Per Share","1","28-Jul-2020","29-Jul-2020","-","-"
"ADFFOODS","ADF Foods Limited","EQ"," Annual General Meeting","2","28-Jul-2020","-","30-Jul-2020","05-Aug-2020"
"DEEPAKNTR","Deepak Nitrite Limited","EQ"," Annual General Meeting","2","29-Jul-2020","-","31-Jul-2020","07-Aug-2020"
"GPPL","Gujarat Pipavav Port Limited","EQ"," Dividend - Rs 3.50 Per Sh","10","29-Jul-2020","-","31-Jul-2020","06-Aug-2020"
"GMBREW","GM Breweries Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","29-Jul-2020","-","31-Jul-2020","06-Aug-2020"
"BATAINDIA","Bata India Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","5","29-Jul-2020","-","31-Jul-2020","06-Aug-2020"
"RANEENGINE","Rane Engine Valve Limited","EQ"," Annual General Meeting","10","29-Jul-2020","30-Jul-2020","-","-"
"ALEMBICLTD","Alembic Limited","EQ"," Annual General Meeting/Dividend - Rs 0.60 Per Share","2","29-Jul-2020","-","31-Jul-2020","07-Aug-2020"
"JYOTHYLAB","Jyothy Labs Limited","EQ"," Annual General Meeting","1","29-Jul-2020","-","31-Jul-2020","07-Aug-2020"
